lead_id,age,education,occupation,city,course_enquiry,lead_source,website_visits,course_page_views,pricing_page_views,brochure_downloaded,email_opens,email_clicks,whatsapp_responses,calls_answered,followup_count,webinar_attended,demo_attended,video_watches,days_since_last_activity,purchased_within_30_days,purchased_course
103543,24,Bachelor,Student,Hyderabad,Accounting,Google,10,3,1.0,0,8,0,0,1,1,0,0,4,3.7,1,Accounting
103544,27,Bachelor,Student,Lucknow,Data Science,Facebook,10,8,3.0,0,8,1,3,1,2,0,0,3,7.6,0,No Purchase
103545,24,Master,Student,Bengaluru,Data Science,Organic,6,7,0.0,0,4,1,0,1,3,0,0,1,14.5,0,No Purchase
103546,22,Bachelor,Student,Delhi,Finance,Referral,8,4,2.0,0,3,1,1,0,1,0,0,3,16.5,0,No Purchase
103547,33,High School,Job Seeker,Jaipur,Accounting,Facebook,11,4,2.0,0,6,1,3,2,3,1,0,5,0.9,1,Accounting
103548,30,Bachelor,Job Seeker,Mumbai,Business Analytics,Instagram,5,1,1.0,0,3,1,0,0,1,0,0,4,7.5,0,No Purchase
103549,21,Bachelor,Working Professional,Bengaluru,Business Analytics,Organic,5,5,2.0,0,2,2,1,0,3,0,0,2,14.5,0,No Purchase
103550,28,Master,Job Seeker,Kolkata,Accounting,Google,14,4,3.0,1,6,3,4,3,6,0,0,4,8.6,1,Accounting
103551,21,Bachelor,Working Professional,Pune,Finance,Google,7,4,1.0,0,2,1,0,0,1,0,0,2,9.3,0,No Purchase
103552,19,High School,Student,Other,Data Science,Facebook,7,4,2.0,0,4,2,4,2,3,0,0,3,23.2,0,No Purchase
103553,30,Bachelor,Student,Other,Accounting,Referral,10,4,2.0,1,7,5,2,3,4,0,1,3,4.8,1,Accounting
103554,18,High School,Self Employed,Mumbai,Accounting,Instagram,9,8,4.0,0,2,1,1,1,3,0,1,2,31.9,0,No Purchase
103555,30,Master,Working Professional,Mumbai,Finance,Organic,9,3,1.0,0,3,1,3,2,3,0,0,2,4.0,0,No Purchase
103556,24,Master,Student,Chennai,Finance,LinkedIn,12,7,6.0,1,7,4,3,3,4,0,0,5,2.5,1,Finance
103557,24,Bachelor,Student,Mumbai,Business Analytics,Google,14,6,6.0,1,8,3,6,2,4,0,1,6,10.8,1,Business Analytics
103558,27,Bachelor,Job Seeker,Pune,Digital Marketing,Facebook,5,2,2.0,1,3,3,4,2,2,0,0,2,6.8,0,No Purchase
103559,28,Bachelor,Job Seeker,Bengaluru,Finance,LinkedIn,6,2,0.0,0,2,0,4,0,2,0,0,1,7.9,0,No Purchase
103560,21,Bachelor,Working Professional,Jaipur,Accounting,LinkedIn,11,5,3.0,1,4,2,2,1,3,0,0,3,4.6,0,No Purchase
103561,29,High School,Self Employed,Other,Accounting,Facebook,9,4,1.0,0,1,1,1,4,3,0,1,1,14.3,1,Accounting
103562,26,Master,Student,Bengaluru,Data Science,Organic,12,5,4.0,1,8,5,5,3,3,1,0,5,0.1,1,Data Science
103563,19,Bachelor,Self Employed,Delhi,Business Analytics,Google,7,2,1.0,1,3,0,1,1,2,0,0,2,5.2,0,No Purchase
103564,24,Bachelor,Working Professional,Other,Data Science,Organic,7,2,3.0,0,1,0,0,0,1,0,0,2,8.2,0,No Purchase
103565,32,Diploma,Working Professional,Mumbai,Data Science,LinkedIn,4,4,0.0,0,1,0,0,0,0,0,0,3,16.7,0,No Purchase
103566,33,Master,Self Employed,Mumbai,Accounting,Instagram,2,2,1.0,1,1,1,0,0,2,0,0,3,7.7,1,Accounting
103567,29,Master,Job Seeker,Bengaluru,Finance,Instagram,11,6,4.0,0,6,4,4,1,4,0,0,5,36.7,0,No Purchase
103568,19,Bachelor,Student,Bengaluru,Accounting,Google,12,3,1.0,0,4,5,3,1,4,0,0,5,16.5,0,No Purchase
103569,27,Diploma,Job Seeker,Mumbai,Business Analytics,Facebook,7,4,3.0,0,3,2,1,1,3,0,0,3,14.9,0,No Purchase
103570,29,Bachelor,Working Professional,Bengaluru,Finance,Instagram,13,7,3.0,1,7,4,5,2,5,1,1,8,7.2,1,Finance
103571,29,Bachelor,Student,Delhi,Data Science,Facebook,6,4,2.0,0,6,1,2,1,6,0,1,6,12.1,0,No Purchase
103572,29,Master,Working Professional,Lucknow,Data Science,Facebook,8,3,2.0,0,6,1,1,0,4,0,0,2,8.6,0,No Purchase
103573,27,Master,Working Professional,Bengaluru,Data Science,Organic,7,0,3.0,0,1,0,0,2,0,0,0,1,18.3,0,No Purchase
103574,25,Bachelor,Working Professional,Lucknow,Digital Marketing,LinkedIn,7,1,1.0,0,3,1,1,1,2,0,0,5,21.9,0,No Purchase
103575,22,High School,Student,Chennai,Finance,Facebook,7,0,1.0,0,3,1,1,0,2,0,0,4,12.5,0,No Purchase
103576,18,Bachelor,Student,Hyderabad,Data Science,Organic,7,3,1.0,0,3,0,0,1,1,1,0,3,39.5,0,No Purchase
103577,27,Master,Student,Other,Digital Marketing,Referral,9,1,0.0,0,3,0,2,1,2,0,0,6,7.0,0,No Purchase
103578,26,Bachelor,,Bengaluru,Digital Marketing,Organic,4,3,0.0,0,2,0,0,3,1,0,0,2,32.0,0,No Purchase
103579,28,Master,Student,Mumbai,Business Analytics,Organic,11,4,3.0,1,7,1,3,3,3,0,1,7,15.8,1,Business Analytics
103580,18,Bachelor,Working Professional,Pune,Finance,Organic,11,3,3.0,1,2,1,2,0,2,0,1,3,8.5,1,Finance
103581,28,Master,Working Professional,Mumbai,Digital Marketing,Google,14,7,6.0,1,7,2,3,2,5,0,0,6,4.4,1,Digital Marketing
103582,35,Bachelor,Student,Bengaluru,Data Science,Organic,9,3,2.0,0,4,3,3,2,3,0,0,2,0.7,0,No Purchase
103583,25,High School,Student,Jaipur,Business Analytics,Instagram,5,3,0.0,0,1,0,0,0,3,0,0,0,24.3,0,No Purchase
103584,25,Bachelor,Student,Jaipur,Business Analytics,Organic,7,4,2.0,0,3,2,2,1,2,0,1,4,30.2,0,No Purchase
103585,27,High School,Job Seeker,Hyderabad,Accounting,LinkedIn,8,2,1.0,1,3,3,2,2,2,0,1,3,13.5,0,No Purchase
103586,35,Bachelor,Self Employed,Hyderabad,Digital Marketing,Referral,12,4,5.0,0,10,3,2,3,5,0,0,4,3.9,1,Digital Marketing
103587,20,Master,Student,Pune,Digital Marketing,LinkedIn,8,3,2.0,0,4,2,4,1,4,0,0,3,2.6,1,Digital Marketing
103588,26,Diploma,Student,Delhi,Accounting,Organic,8,3,3.0,0,3,1,2,2,3,0,1,4,14.3,0,No Purchase
103589,21,Master,Working Professional,Bengaluru,Finance,Organic,12,10,4.0,1,7,2,4,2,5,0,0,7,11.0,1,Finance
103590,22,High School,Student,Pune,Digital Marketing,Google,9,5,1.0,0,3,2,2,1,4,0,0,3,8.8,0,No Purchase
103591,25,Bachelor,Working Professional,Bengaluru,Business Analytics,Google,14,4,1.0,1,3,2,2,1,2,0,1,4,9.9,0,No Purchase
103592,32,Master,Student,Mumbai,Digital Marketing,LinkedIn,14,7,3.0,1,9,3,4,4,3,1,0,4,15.6,1,Digital Marketing
103593,34,Bachelor,Working Professional,Chennai,Finance,Organic,11,4,3.0,0,5,1,2,1,7,0,0,6,10.9,1,Finance
103594,27,Master,Student,Pune,Accounting,Referral,9,3,3.0,0,4,2,1,1,5,0,0,4,10.9,0,No Purchase
103595,23,Master,Job Seeker,Bengaluru,Accounting,Google,9,3,2.0,0,5,2,3,0,2,0,1,3,15.7,0,No Purchase
103596,37,Bachelor,Student,Other,Data Science,Google,1,0,0.0,0,0,2,0,0,1,0,0,0,37.1,0,No Purchase
103597,23,,Student,Lucknow,Accounting,Organic,3,1,0.0,0,0,0,0,0,2,0,0,2,5.9,0,No Purchase
103598,22,High School,,Pune,Data Science,Instagram,7,2,3.0,0,3,1,3,0,3,0,1,4,10.1,0,No Purchase
103599,18,Bachelor,Student,Mumbai,Accounting,Instagram,6,2,0.0,0,5,0,0,1,4,0,0,3,4.0,0,No Purchase
103600,32,Diploma,Student,Chennai,Data Science,Organic,6,5,1.0,0,5,2,1,1,3,0,0,2,2.1,0,No Purchase
103601,30,Bachelor,Student,Chennai,Finance,Instagram,12,6,3.0,1,7,2,2,2,5,0,0,4,11.6,0,No Purchase
103602,37,Bachelor,Working Professional,Pune,Business Analytics,Facebook,3,1,1.0,0,5,0,1,1,1,0,0,1,20.7,0,No Purchase
103603,18,Bachelor,Working Professional,Chennai,Data Science,Google,4,0,0.0,0,3,0,0,0,1,0,0,1,8.7,0,No Purchase
103604,32,Master,Working Professional,Mumbai,Data Science,Facebook,4,2,0.0,0,1,0,0,0,0,0,0,1,12.8,0,No Purchase
103605,25,High School,Student,Bengaluru,Finance,Organic,6,4,2.0,0,2,1,0,1,1,0,0,2,16.0,0,No Purchase
103606,29,Master,Student,,Accounting,Instagram,5,3,2.0,0,9,0,0,3,0,0,0,2,30.2,0,No Purchase
103607,18,High School,Student,Mumbai,Business Analytics,Referral,10,3,1.0,0,4,1,3,2,5,0,0,4,1.8,0,No Purchase
103608,32,Bachelor,Student,Pune,Accounting,Referral,14,6,2.0,1,5,2,3,3,4,0,0,8,11.2,1,Accounting
103609,29,,Student,Jaipur,Business Analytics,Organic,11,4,4.0,1,3,1,2,1,4,1,0,5,22.1,1,Business Analytics
103610,25,Bachelor,Working Professional,Delhi,Data Science,Instagram,9,4,2.0,0,5,3,3,1,3,0,0,5,13.6,0,No Purchase
103611,28,Bachelor,Working Professional,Other,Finance,LinkedIn,8,6,3.0,1,5,1,1,1,3,0,0,4,3.5,0,No Purchase
103612,21,Bachelor,Working Professional,Jaipur,Business Analytics,Facebook,4,0,1.0,0,2,0,0,0,0,0,0,2,8.3,0,No Purchase
103613,22,Bachelor,Working Professional,Kolkata,Data Science,Google,15,6,4.0,1,7,3,4,2,4,0,0,6,6.1,1,Data Science
103614,23,High School,Working Professional,Kolkata,Finance,Google,7,6,2.0,1,7,0,0,0,1,0,0,4,1.2,0,No Purchase
103615,18,Diploma,,Jaipur,Finance,LinkedIn,10,6,6.0,0,6,1,2,2,3,1,0,3,28.3,0,No Purchase
103616,29,High School,Working Professional,Mumbai,Business Analytics,Google,0,0,0.0,0,0,0,0,0,3,0,0,0,5.6,0,No Purchase
103617,31,Bachelor,Student,Chennai,Finance,Organic,7,5,1.0,0,4,1,1,1,1,0,0,2,5.9,0,No Purchase
103618,21,High School,Working Professional,Bengaluru,Business Analytics,LinkedIn,8,6,1.0,0,6,0,3,1,3,1,0,3,12.2,0,No Purchase
103619,27,Bachelor,Working Professional,Jaipur,Accounting,Organic,5,6,3.0,0,3,2,1,1,1,0,0,2,4.4,1,Accounting
103620,24,Bachelor,Working Professional,Pune,Finance,Facebook,3,2,,0,1,0,0,1,1,0,0,0,9.4,0,No Purchase
103621,27,Master,Job Seeker,Kolkata,Data Science,Instagram,10,5,1.0,1,7,1,1,1,2,0,0,4,25.3,0,No Purchase
103622,22,Bachelor,Student,Mumbai,Accounting,Google,13,8,3.0,1,6,2,4,1,3,1,0,4,30.3,0,No Purchase
103623,21,High School,Student,Bengaluru,Data Science,Instagram,14,10,4.0,0,8,2,4,2,6,1,1,7,3.8,1,Data Science
103624,30,Bachelor,Job Seeker,Lucknow,Finance,Facebook,14,8,3.0,0,8,3,3,2,3,0,0,5,6.4,1,Finance
103625,25,High School,Student,Bengaluru,Accounting,Facebook,12,4,2.0,1,7,2,5,1,3,1,0,3,0.5,0,No Purchase
103626,35,Bachelor,Student,Pune,Accounting,Referral,14,6,3.0,1,8,6,5,2,3,0,0,4,2.1,1,Digital Marketing
103627,25,Bachelor,Student,Kolkata,Finance,Organic,16,8,6.0,0,9,2,4,3,6,0,0,7,11.2,1,Finance
103628,20,Master,Student,Mumbai,Business Analytics,Google,4,2,2.0,0,3,1,1,1,1,0,1,0,13.2,0,No Purchase
103629,31,Bachelor,Working Professional,Bengaluru,Data Science,Instagram,13,4,1.0,0,2,1,2,3,6,0,0,5,17.1,0,No Purchase
103630,28,Diploma,Job Seeker,Bengaluru,Business Analytics,Organic,4,3,0.0,0,1,0,0,0,1,0,0,0,10.2,0,No Purchase
103631,29,Bachelor,Working Professional,Other,Digital Marketing,LinkedIn,9,5,1.0,0,4,2,5,2,3,0,0,3,18.0,0,No Purchase
103632,31,Master,Working Professional,Mumbai,Business Analytics,Organic,5,3,1.0,0,4,0,1,0,1,0,0,3,14.2,0,No Purchase
103633,22,High School,Job Seeker,Bengaluru,Accounting,LinkedIn,10,3,1.0,0,2,0,3,0,4,0,0,3,3.9,0,No Purchase
103634,24,Bachelor,Job Seeker,Other,Data Science,Organic,7,3,0.0,0,2,0,1,0,3,0,0,1,12.6,0,No Purchase
103635,24,Diploma,Student,Lucknow,Digital Marketing,LinkedIn,2,0,0.0,0,3,0,0,0,0,0,0,2,27.2,0,No Purchase
103636,19,High School,Working Professional,Chennai,Business Analytics,LinkedIn,0,0,0.0,0,0,0,0,1,1,0,1,5,3.7,1,Business Analytics
103637,24,Master,Student,Pune,Digital Marketing,Organic,8,8,5.0,1,5,2,3,1,2,0,0,5,7.6,1,Digital Marketing
103638,32,High School,Student,Lucknow,Business Analytics,Organic,7,3,1.0,0,3,1,0,1,3,0,0,2,5.4,0,No Purchase
103639,26,Bachelor,Job Seeker,Other,Data Science,Instagram,13,5,2.0,0,6,2,3,2,4,0,0,3,11.6,0,No Purchase
103640,18,High School,Job Seeker,Other,Business Analytics,LinkedIn,6,7,,0,3,0,2,0,1,1,0,2,7.4,0,No Purchase
103641,18,Bachelor,Job Seeker,Chennai,Business Analytics,Organic,1,1,0.0,0,1,0,0,0,1,0,0,1,16.8,0,No Purchase
103642,33,Bachelor,Working Professional,Kolkata,Business Analytics,LinkedIn,4,2,0.0,0,0,1,2,1,1,0,0,0,21.4,0,No Purchase
103643,25,Master,Student,Lucknow,Accounting,Google,7,2,0.0,0,5,1,1,0,2,0,0,2,9.0,1,Accounting
103644,22,Bachelor,Student,Lucknow,Business Analytics,Instagram,5,2,1.0,0,3,0,0,1,2,0,0,1,14.3,0,No Purchase
103645,24,Bachelor,Student,Kolkata,Accounting,Google,11,5,2.0,0,5,3,2,2,2,0,1,4,25.2,0,No Purchase
103646,18,Bachelor,Student,Mumbai,Accounting,LinkedIn,12,3,1.0,0,2,2,2,1,2,0,1,2,12.3,0,No Purchase
103647,32,High School,Working Professional,Kolkata,Business Analytics,Organic,9,4,2.0,0,8,4,2,1,5,0,1,2,2.3,1,Business Analytics
103648,23,Bachelor,Working Professional,Bengaluru,Data Science,Organic,7,5,2.0,0,2,2,3,1,5,0,0,4,2.8,1,Data Science
103649,32,Bachelor,Student,Mumbai,Business Analytics,Facebook,9,8,3.0,0,6,3,4,1,3,0,0,5,5.9,1,Business Analytics
103650,25,High School,,Delhi,Finance,Google,10,7,2.0,0,6,2,5,1,7,0,0,6,8.6,0,No Purchase
103651,32,Master,Student,Bengaluru,Finance,LinkedIn,5,5,2.0,0,2,0,1,1,2,0,0,3,17.5,0,No Purchase
103652,26,Bachelor,Job Seeker,Hyderabad,Accounting,Instagram,3,0,0.0,0,1,0,1,0,0,0,0,0,11.0,0,No Purchase
103653,29,High School,Student,Bengaluru,Accounting,Instagram,5,5,0.0,0,2,1,1,1,4,0,0,1,4.0,0,No Purchase
103654,29,Master,Student,Chennai,Data Science,Organic,10,3,4.0,0,5,1,2,1,3,0,0,5,20.8,0,No Purchase
103655,28,Bachelor,Student,Other,Digital Marketing,Google,8,2,1.0,1,4,0,0,0,3,0,0,1,14.0,1,Digital Marketing
103656,27,Bachelor,Student,Delhi,Finance,Google,11,7,1.0,1,5,2,3,1,3,1,1,2,2.6,1,Finance
103657,24,High School,Student,Mumbai,Digital Marketing,Facebook,5,2,1.0,0,0,1,0,0,2,0,0,0,3.0,0,No Purchase
103658,35,Bachelor,Job Seeker,Bengaluru,Data Science,Facebook,13,6,5.0,0,7,3,4,3,3,0,0,5,11.5,0,No Purchase
103659,20,Bachelor,Student,Lucknow,Data Science,LinkedIn,8,5,4.0,1,5,2,3,1,2,0,0,4,8.1,1,Data Science
103660,25,Diploma,Student,Bengaluru,Data Science,LinkedIn,7,3,0.0,0,2,1,1,0,1,0,0,3,14.2,0,No Purchase
103661,25,Bachelor,Student,Mumbai,Data Science,Instagram,3,3,1.0,0,2,0,0,0,1,0,0,1,6.7,0,No Purchase
103662,27,Diploma,Student,Mumbai,Digital Marketing,Google,9,4,4.0,0,4,1,1,0,2,0,0,2,18.5,0,No Purchase
103663,23,Diploma,Self Employed,Mumbai,Accounting,Facebook,10,4,3.0,1,6,2,2,1,4,0,0,4,2.6,0,No Purchase
103664,27,High School,Working Professional,Kolkata,Digital Marketing,Facebook,7,3,0.0,1,3,1,2,0,3,0,0,2,11.7,0,No Purchase
103665,24,Diploma,Working Professional,Kolkata,Digital Marketing,Organic,5,4,2.0,1,4,0,0,0,2,0,1,3,22.3,0,No Purchase
103666,18,Diploma,Working Professional,Bengaluru,Data Science,Google,6,4,1.0,0,6,1,2,1,4,0,0,2,13.7,1,Data Science
103667,25,Bachelor,Student,Hyderabad,Business Analytics,Google,2,2,0.0,0,2,0,0,0,1,0,0,2,4.2,0,No Purchase
103668,19,Bachelor,Student,Chennai,Digital Marketing,Google,9,6,2.0,1,7,3,2,2,3,0,0,8,18.9,0,No Purchase
103669,18,High School,Student,Other,Data Science,Google,10,7,1.0,0,5,1,2,2,4,1,1,3,11.7,0,No Purchase
103670,26,Bachelor,Job Seeker,Kolkata,Accounting,Google,9,5,4.0,0,5,1,3,2,3,1,0,5,15.4,0,No Purchase
103671,27,Diploma,Working Professional,Lucknow,Finance,Facebook,10,9,3.0,0,5,2,3,1,5,0,0,4,0.5,0,No Purchase
103672,28,Bachelor,Student,Other,Finance,LinkedIn,3,4,1.0,0,3,1,2,0,5,0,0,0,16.9,0,No Purchase
103673,28,Master,Job Seeker,Bengaluru,Finance,Organic,11,7,1.0,0,5,1,2,1,3,0,0,2,2.9,0,No Purchase
103674,18,Bachelor,Student,Delhi,Accounting,Google,6,6,1.0,0,6,1,2,1,2,0,0,2,16.2,0,No Purchase
103675,18,Bachelor,Student,Kolkata,Finance,Google,12,10,4.0,1,5,2,4,3,5,0,0,4,9.1,1,Finance
103676,35,Diploma,Student,Mumbai,Finance,Referral,4,2,0.0,0,4,0,3,0,1,0,0,2,6.4,1,Finance
103677,20,High School,Student,Hyderabad,Accounting,Instagram,4,3,0.0,0,1,0,2,0,1,0,0,1,13.2,0,No Purchase
103678,28,Bachelor,Student,Kolkata,Digital Marketing,Facebook,4,1,0.0,1,5,1,2,1,3,0,0,1,4.8,0,No Purchase
103679,22,Bachelor,Self Employed,Pune,Data Science,Organic,15,5,3.0,0,4,1,3,1,3,0,1,4,4.2,1,Data Science
103680,25,Bachelor,Student,Bengaluru,Data Science,LinkedIn,13,4,1.0,0,4,1,1,1,2,1,1,3,7.4,1,Data Science
103681,22,Master,Student,Hyderabad,Accounting,Google,8,6,3.0,0,3,1,2,0,2,0,0,2,13.7,0,No Purchase
103682,28,Bachelor,Student,Bengaluru,Finance,Google,9,3,2.0,0,2,0,1,0,2,0,1,3,5.7,0,No Purchase
103683,26,Bachelor,Student,Delhi,Accounting,Instagram,6,4,2.0,0,6,1,2,2,6,0,1,2,8.9,1,Accounting
103684,23,Bachelor,Student,Bengaluru,Accounting,Referral,11,4,1.0,1,8,3,1,1,4,1,0,5,19.0,0,No Purchase
103685,20,Diploma,Student,Delhi,Data Science,Google,6,6,4.0,1,4,1,2,1,2,0,0,2,8.5,1,Data Science
103686,26,High School,Student,Other,Accounting,Instagram,7,4,0.0,0,3,1,0,2,1,0,0,3,9.0,0,No Purchase
103687,19,Bachelor,Student,Hyderabad,Accounting,Instagram,10,3,1.0,0,2,1,3,0,1,0,0,1,21.0,0,No Purchase
103688,27,Diploma,Student,Jaipur,Accounting,Google,4,2,0.0,0,2,1,3,0,4,0,1,2,7.4,0,No Purchase
103689,38,Bachelor,Working Professional,Other,Accounting,LinkedIn,11,7,3.0,0,5,4,4,1,4,1,1,5,4.6,1,Accounting
103690,32,Bachelor,Self Employed,Hyderabad,Accounting,Organic,7,4,1.0,0,7,0,2,0,2,1,0,2,22.4,0,No Purchase
103691,29,Bachelor,Student,Hyderabad,Accounting,Referral,4,1,1.0,0,4,0,0,1,2,0,0,4,13.7,0,No Purchase
103692,25,Bachelor,Working Professional,Jaipur,Business Analytics,LinkedIn,16,7,3.0,1,8,3,8,4,7,0,0,9,4.7,1,Business Analytics
103693,18,Bachelor,Working Professional,Delhi,Accounting,Instagram,5,3,2.0,1,5,0,0,0,3,0,0,2,12.2,0,No Purchase
103694,18,Bachelor,Working Professional,Hyderabad,Business Analytics,Organic,6,1,0.0,0,2,0,1,0,4,0,0,3,9.0,0,No Purchase
103695,31,Master,Working Professional,Bengaluru,Business Analytics,Organic,3,2,1.0,1,1,0,1,0,1,0,0,2,8.4,0,No Purchase
103696,21,High School,Working Professional,Kolkata,Finance,Instagram,8,4,0.0,0,1,1,2,0,2,0,0,2,2.2,0,No Purchase
103697,22,Master,Self Employed,Lucknow,Business Analytics,Organic,10,9,2.0,0,3,4,2,1,2,1,0,5,11.6,0,No Purchase
103698,24,High School,,Chennai,Finance,Facebook,1,2,1.0,0,2,0,0,0,1,0,0,1,22.8,0,No Purchase
103699,20,Diploma,Working Professional,Bengaluru,Business Analytics,Facebook,9,2,1.0,1,3,2,1,1,3,0,0,5,9.6,1,Business Analytics
103700,19,Bachelor,Working Professional,Pune,Business Analytics,LinkedIn,6,1,0.0,0,1,0,0,0,1,0,0,3,30.4,0,No Purchase
103701,25,High School,Self Employed,Pune,Finance,Instagram,5,2,1.0,0,1,1,1,0,1,0,0,2,11.0,0,No Purchase
103702,21,Diploma,Working Professional,Chennai,Finance,LinkedIn,2,0,0.0,0,1,0,1,0,1,0,0,0,7.2,0,No Purchase
103703,21,High School,Self Employed,Other,Digital Marketing,Organic,7,2,3.0,1,4,1,3,0,2,0,0,1,3.5,1,Digital Marketing
103704,21,Bachelor,Working Professional,Bengaluru,Finance,Facebook,5,1,0.0,0,2,1,0,0,3,0,0,1,19.9,0,No Purchase
103705,28,Bachelor,Working Professional,Mumbai,Digital Marketing,Organic,6,4,0.0,0,3,1,2,1,4,0,0,2,8.6,0,No Purchase
103706,24,High School,Job Seeker,Mumbai,Finance,Google,8,7,,0,6,1,1,1,2,0,1,2,1.9,1,Finance
103707,24,Bachelor,Working Professional,Chennai,Accounting,Facebook,0,2,0.0,0,0,0,0,0,3,0,0,0,7.0,0,No Purchase
103708,28,Diploma,Working Professional,Jaipur,Finance,Google,10,4,3.0,0,3,1,3,1,3,1,0,3,9.7,1,Finance
103709,24,Master,Job Seeker,Bengaluru,Digital Marketing,Google,3,2,0.0,0,0,1,0,0,1,0,0,0,22.9,0,No Purchase
103710,24,High School,Student,Hyderabad,Accounting,Instagram,12,6,5.0,1,8,2,4,3,6,0,0,7,2.8,1,Accounting
103711,27,Bachelor,Self Employed,Other,Digital Marketing,Google,8,4,1.0,0,6,3,2,0,2,0,0,3,11.1,0,No Purchase
103712,28,Bachelor,Job Seeker,Mumbai,Business Analytics,LinkedIn,8,3,0.0,0,4,1,1,1,2,0,0,0,22.1,0,No Purchase
103713,24,Bachelor,Working Professional,Jaipur,Digital Marketing,Organic,9,3,1.0,1,3,2,1,1,2,0,1,2,38.6,0,No Purchase
103714,25,Master,Student,Other,Accounting,Google,4,3,0.0,0,1,1,1,1,3,0,0,3,8.6,0,No Purchase
103715,21,Bachelor,Student,Lucknow,Data Science,Google,0,0,0.0,0,0,0,0,0,0,0,0,1,10.2,0,No Purchase
103716,21,Bachelor,Student,Bengaluru,Finance,LinkedIn,10,8,4.0,0,6,3,3,2,4,0,1,6,8.9,0,No Purchase
103717,29,Bachelor,Student,Chennai,Accounting,Google,8,1,2.0,0,2,1,3,0,3,0,0,2,11.0,0,No Purchase
103718,27,Bachelor,Working Professional,Bengaluru,Data Science,LinkedIn,9,6,1.0,1,3,1,1,1,2,0,0,2,18.2,0,No Purchase
103719,27,Bachelor,Job Seeker,Mumbai,Digital Marketing,Referral,7,4,2.0,1,6,1,3,2,4,0,0,1,12.0,1,Digital Marketing
103720,26,Diploma,Working Professional,Delhi,Data Science,Referral,9,3,1.0,0,2,1,0,0,4,0,0,1,7.4,0,No Purchase
103721,25,High School,Student,Delhi,Finance,Google,9,3,3.0,0,1,0,2,0,3,0,0,1,7.7,0,No Purchase
103722,28,High School,Self Employed,Other,Accounting,Instagram,9,4,2.0,0,5,2,2,2,4,0,0,4,6.6,1,Accounting
103723,30,Master,Job Seeker,Chennai,Digital Marketing,Organic,8,6,2.0,0,5,1,3,1,4,0,1,2,13.6,0,No Purchase
103724,30,Bachelor,Working Professional,Bengaluru,Finance,Instagram,7,7,1.0,0,5,2,3,1,3,0,0,6,2.4,1,Finance
103725,24,Diploma,Student,Pune,Digital Marketing,LinkedIn,12,5,4.0,0,8,3,3,1,3,0,0,5,14.1,1,Digital Marketing
103726,32,Bachelor,Working Professional,Pune,Business Analytics,Facebook,10,5,2.0,0,5,2,2,1,4,0,0,4,2.4,0,No Purchase
103727,26,Bachelor,Student,Mumbai,Data Science,Organic,13,4,7.0,0,6,3,6,1,3,0,0,5,1.9,1,Data Science
103728,28,Bachelor,Student,Bengaluru,Business Analytics,Organic,12,9,3.0,1,6,2,5,2,6,1,1,4,0.1,1,Business Analytics
103729,26,Bachelor,Working Professional,Pune,Accounting,Facebook,13,5,3.0,0,7,2,3,2,5,0,0,4,24.2,0,No Purchase
103730,26,Bachelor,Working Professional,Lucknow,Finance,Organic,9,5,6.0,0,4,1,1,2,5,0,0,2,10.5,1,Finance
103731,21,Diploma,Student,Mumbai,Digital Marketing,Organic,3,2,2.0,0,3,1,1,1,2,0,0,5,14.9,0,No Purchase
103732,29,Bachelor,Self Employed,Jaipur,Digital Marketing,LinkedIn,10,4,1.0,0,9,2,4,3,3,0,1,4,2.3,1,Digital Marketing
103733,39,Diploma,Job Seeker,Pune,Digital Marketing,Google,8,4,2.0,0,2,0,3,1,2,0,0,2,12.0,0,No Purchase
103734,23,High School,Working Professional,Hyderabad,Finance,Organic,10,6,3.0,0,4,1,3,1,2,0,1,6,10.0,0,No Purchase
103735,25,Bachelor,Student,Mumbai,Data Science,Organic,16,6,3.0,1,5,4,3,2,3,0,1,7,5.1,1,Data Science
103736,23,Bachelor,Student,Pune,Finance,Organic,5,5,1.0,1,4,1,1,0,3,0,1,4,15.2,1,Finance
103737,23,Master,Working Professional,Bengaluru,Accounting,LinkedIn,4,1,2.0,0,2,0,1,1,1,0,0,2,14.6,0,No Purchase
103738,33,Diploma,Job Seeker,Mumbai,Accounting,Google,8,3,2.0,0,6,2,2,2,3,0,0,3,7.8,0,No Purchase
103739,22,Bachelor,Working Professional,Jaipur,Business Analytics,Organic,9,3,1.0,0,2,1,2,0,5,0,0,3,12.9,0,No Purchase
103740,23,Master,Student,Hyderabad,Finance,Instagram,14,5,2.0,1,9,3,5,2,3,1,0,6,8.8,1,Finance
103741,18,Bachelor,Student,Delhi,Digital Marketing,Referral,11,4,2.0,0,2,2,1,1,2,0,0,5,19.9,0,No Purchase
103742,21,Master,Student,Bengaluru,Digital Marketing,Instagram,8,4,4.0,0,3,1,1,1,2,0,1,4,3.4,0,No Purchase
103743,18,Master,Working Professional,Mumbai,Digital Marketing,Instagram,9,2,2.0,0,3,2,1,1,3,0,0,3,25.6,0,No Purchase
103744,28,Bachelor,Working Professional,Other,Business Analytics,Referral,9,4,2.0,1,3,1,1,1,7,0,0,3,8.0,0,No Purchase
103745,39,Master,Student,Bengaluru,Digital Marketing,Instagram,1,0,0.0,0,1,0,0,0,1,0,0,2,13.6,0,No Purchase
